,City Location,Company Name,Description,Job Title,Salary Level,Search Criteria,City,State Zip,blank,State,Zip,high,low,CA,IL,IN,KY,OH,TX
3866,"Emeryville, CA",CEP America,"
Experience in data aggregation, defining facts, dimensions, KPIs and hierarchies. Perform quantitative analysis, extracting information from data and using it...",Statistician/Sr. Statistician,low,data scientist,Emeryville, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3867,"Redwood City, CA",Poshmark,"
Hands on experience working with Big data, ideally clickstream data in high data volume sectors such as ecommerce, gaming, social network etc....",Director of Data Science & Analytics,low,data scientist,Redwood City, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3868,"San Francisco, CA",inVentiv Health Clinical,"
The Clinical Scientist will initiate and coordinate document writing, participate in the development of electronic clinical data inputs and review data...",Clinical Scientist,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3869,"Menlo Park, CA 94025",Exponent,"
Exponent’s Statistical & Data Sciences Practice is currently hiring a Scientist with expertise in Machine Learning, Data Analytics, and Software Development....",Software and Analytics Scientist,low,data scientist,Menlo Park, CA 94025,,CA,94025,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3870,"San Mateo, CA",Sony Interactive Entertainment PlayStation,"
Lead Data Scientist, Business Intelligence Services (BIS). Experience of working as a Data Scientist within an agile team....",Lead Data Scientist-Business Intelligence Service,low,data scientist,San Mateo, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3871,"San Francisco, CA 94103 (South Of Market area)",Uber,"
3+ years experience leading product teams that delivered solutions related to data infrastructure at scaleDeep familiarity with cutting edge of data...",Data Product Manager - Tech Services,low,data scientist,San Francisco, CA 94103 (South Of Market area),,CA,94103 (South Of Market area),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3872,"Emeryville, CA","Aspera, an IBM Company","
Aspera , an IBM company is the creator of next-generation transport technologies that move the world’s data at maximum speed regardless of file size, transfer...",Solutions Architect,low,data scientist,Emeryville, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3873,"San Francisco Bay Area, CA",10X Genomics,"
Additionally, the candidate must have strong data analysis skills. 10X Genomics is looking for an outstanding scientist to join its Applications Development...",Applications Data Analyst,low,data scientist,San Francisco Bay Area, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3874,"Emeryville, CA","Aspera, an IBM Company","
At the root of Aspera’s success lies our innovative, patented, highly efficient bulk data transport technology:....",Software Test Engineer - Mobile,low,data scientist,Emeryville, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3875,"Foster City, CA",Visa,"
Advance the development and integration of big data infrastructure that is highly scalable, efficient, extensible, and secure....",Senior Research Scientist Job,low,data scientist,Foster City, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3876,"San Francisco, CA",Lyft Corporate,"
Comfortable working with very large data sets. Experience with big data frameworks such as Hadoop and Spark preferred....",Senior Quantitative Analyst,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3877,"San Francisco, CA",Workbridge Associates,"
A leading healthcare startup is looking to bring on a Senior Data Scientist to their team. Knowledgeable with Big Data Solutions such as Hadoop or Spark....",Lead Data Scientist,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3878,"San Francisco, CA 94105 (Financial District area)",Uber,"
You will be working alongside best in industry data scientists and engineers, to solve very challenging risk problems.You will be responsible to:....",Senior Risk Data Analyst,low,data scientist,San Francisco, CA 94105 (Financial District area),,CA,94105 (Financial District area),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3879,"Foster City, CA",Visa,"
Advance the development and integration of big data infrastructure that is highly scalable, efficient, extensible, and secure....",Principal Research Scientist Job,low,data scientist,Foster City, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3880,"Emeryville, CA","Amyris, Inc.","
Scientist, Analytical Chemistry. The scientist will represent the analytics team on product development efforts by presenting data from assay development and...","Scientist, Analytical Chemistry",low,data scientist,Emeryville, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3881,"Redwood City, CA",IMVU,"
Senior Data Scientist. 3+ years’ experience in a data science role (aka analytics, data insights, database marketing, CRM business data analysis, data mining,...",Senior Data Scientist,low,data scientist,Redwood City, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3882,"South San Francisco, CA",Genentech,"
In Animal Informatics, we partner with key business functions in research and early development by providing systems supporting in-vivo data management and...",Bioinformatics Technical Business Analyst,low,data scientist,South San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3883,"San Rafael, CA",BioMarin Pharmaceutical Inc.,"
Provide regular study updates to Pharmacological Sciences scientists, projects teams with verbal or slide presentations, as appropriate....",Study Monitor II,low,data scientist,San Rafael, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3884,"San Francisco, CA",The Climate Corporation,"
Initiate and lead a research program for the use of fixed nutrient data within Climate’s system, leveraging existing and emerging data sources....",Lead Senior Soil Scientist - P&K,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3885,"Emeryville, CA","Aspera, an IBM Company","
Aspera, an IBM Company is the creator of next-generation transport technologies that move the world’s data at maximum speed regardless of file size, transfer...",Sr. Infrastructure Engineer,low,data scientist,Emeryville, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3886,"Menlo Park, CA 94025",Exponent,"
Exponent's Statistical & Data Sciences Practice is currently seeking Scientists for our Menlo Park, CA office....",Scientist,low,data scientist,Menlo Park, CA 94025,,CA,94025,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3887,"Emeryville, CA","Aspera, an IBM Company","
Aspera , an IBM company is the creator of next-generation transport technologies that move the world’s data at maximum speed regardless of file size, transfer...",Software Development Engineer in Test,low,data scientist,Emeryville, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3888,"San Francisco, CA",Workbridge Associates,"
This startup has received close to $20M in funding, and this is a ground floor opportunity to apply industry data science experience and develop something from...",Data Scientist (Personalization),low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3889,"Redwood City, CA",Delphix,"
A foundation in data structures and algorithms, and concurrency. Expertise with internals of data storage systems (databases, file systems)....",Data Management Infrastructure Engineer,low,data scientist,Redwood City, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3890,"San Francisco, CA",Radius,"
Gathering product requirements, prioritizing data sources, and working closely with data engineers and data scientists to implement and iterate....",Senior Data Product Manager- Profiling,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3891,"San Francisco, CA 94103 (South Of Market area)",OpenTable,"
You seek out interesting challenges and relish the opportunity to collaborate with cross-functional partners, ranging from product managers to marketers to data...","Associate Product Manager, Content",low,data scientist,San Francisco, CA 94103 (South Of Market area),,CA,94103 (South Of Market area),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3892,"San Francisco, CA",Galvanize,"
Lead Instructor, Principal Data Engineer - Enterprise. They lead by example and demonstrate from experience what data engineering and data science can do for...","Lead Instructor, Principal Data Scientist - Enterprise",low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3893,"Redwood City, CA 94065",Proteus Digital Health,"
Propose and develop solutions independently and lead a group of other data scientists. Drive the collection and curation of new data and the refinement of...",Product Data Science Leader (Manager / Senior Manager),low,data scientist,Redwood City, CA 94065,,CA,94065,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3894,"San Francisco, CA 94158 (South Of Market area)","FibroGen, Inc.","
FibroGen seeks a highly motivated Clinical Research Scientist. Perform literature search and data analysis to address research questions....","Clinical Research Scientist - CKD, Anemia",low,data scientist,San Francisco, CA 94158 (South Of Market area),,CA,94158 (South Of Market area),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3895,"San Francisco, CA",csg,"
uties: Design and implement high-aesthetic visual dashboards and reports with Spotfire that contain multi-level drill capabilities. Strong background in",Statistical Programmer III (SpotFire),low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3896,"San Bruno, CA 94066",Walmart eCommerce,"
Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Manager, Operations",low,data scientist,San Bruno, CA 94066,,CA,94066,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3897,"San Francisco, CA",University of California San Francisco,"
By fostering cross-disciplinary interactions among scientists around the world, we accelerate the pace of discovery and champion the University's global health...",Developer / Statistician,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3898,"Belmont, CA",Bina Technologies Inc.,"
You will join a group of scientists in our Data Insights team dedicated to building innovative products and approaches for the analysis and interpretation of...","Bioinformatics Scientist, Cancer Genomics",low,data scientist,Belmont, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3899,"Novato, CA 94949",Ultragenyx Pharmaceutical,"
Facilitate with sample logistics and data transfer. In partnership with the Lead Scientist, the Study Manager contributes to the study design, and regulatory...",Non-Clinical Study Manager/Senior Study Manager,low,data scientist,Novato, CA 94949,,CA,94949,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3900,"San Francisco, CA 94104 (Financial District area)",thredUP Inc,"
Knowledge of Data warehouse and Data marts is preferred. Experience in the past around creating data frameworks, defining requirements for data warehousing, and...",Director/Sr. Director-Product Insight & Analysis,low,data scientist,San Francisco, CA 94104 (Financial District area),,CA,94104 (Financial District area),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3901,"San Francisco, CA",CrowdFlower,"
CrowdFlower is focused on making data useful by helping data teams collect, clean and label their data. CrowdFlower is the essential data enrichment platform...",Account Executive (AE),low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3902,"Foster City, CA",Gilead,"
We are seeking a talented and dynamic scientist to join and help drive. Works on complex problems where analysis of situations or data requires evaluation of...",Senior Research Scientist I- Inflammation,low,data scientist,Foster City, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3903,"San Francisco, CA",DOCS Global,"
Role Profile: Trial Statistician (Senior Statistician) Job Purpose Supports teams through contributions to the design, planning, execution, analysis, and",(Remote/WFH) Biostatistician/Statistician,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3904,"San Francisco, CA 94103 (South Of Market area)",Watsi,"
We’re a team of engineers, designers, data scientists, and storytellers working at Watsi because we believe that everyone deserves healthcare....",Medical Program Officer,low,data scientist,San Francisco, CA 94103 (South Of Market area),,CA,94103 (South Of Market area),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3905,"South San Francisco, CA 94080","Theravance, Inc.","
Knowledge of industry data standards. Ensure that the company business needs and partner organizations are satisfied within agreed-upon timelines with respect...","Sr. Manager, Statistical Programming",low,data scientist,South San Francisco, CA 94080,,CA,94080,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3906,"San Francisco, CA",Workbridge Associates,"
A text mining and big data startup is looking to bring on a Senior Data Scientist. The rapidly growing company is using NLP techniques to gather data from the...",Senior Data Scientist (NLP),low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3907,"San Francisco, CA 94105 (Financial District area)",Uber,"
You know how to leverage data to make decisions without getting stuck in paralysis by analysis.Hustle:. You never hesitate to roll up your sleeves and tackle...","Data Science PhD Internship/Co-op (Machine Learning, Forecas...",low,data scientist,San Francisco, CA 94105 (Financial District area),,CA,94105 (Financial District area),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3908,"South San Francisco, CA",Genentech,"
The incumbent will support a group of biomarker scientists to execute on predictive and/or pharmacodynamic biomarker strategies for programs in clinical...","Scientific Manager, Cancer Immunotherapy Biomarkers",low,data scientist,South San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3909,"Belmont, CA",Workbridge Associates,"
Currently, they are looking to add a Senior Data Scientist to their team that has good experience working with machine-learning technologies, and other big-data...",Principal Data Scientist160000,low,data scientist,Belmont, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3910,"Fremont, CA 94555 (Northgate area)",Ardelyx,"
Scientist – DMPK. We are a seeking scientist with extensive experience designing and conducting drug metabolism and pharmacokinetic studies....",Sr. Scientist - DMPK,low,data scientist,Fremont, CA 94555 (Northgate area),,CA,94555 (Northgate area),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3911,"San Mateo, CA",Viki Inc,"
Work closely with our data scientists and data engineers to design and maintain our ultra-scale, real-time bidding platform....",Senior Systems Software Engineer,low,data scientist,San Mateo, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3912,"San Francisco, CA 94105 (Financial District area)",Uber,"
It’s our job to think about this so that our riders and drivers don’t have to.As the senior manager of the account security risk program, you’ll lead a talented...","Senior Manager, Account Security Risk",low,data scientist,San Francisco, CA 94105 (Financial District area),,CA,94105 (Financial District area),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3913,"Emeryville, CA",Bolt Threads,"
LEAD SCIENTIST OR ENGINEER – FIBER DEVELOPMENT. Design and execute experiments, analyze data, write technical reports, and share progress during weekly meetings...",Lead (Manager) - Fiber Development,low,data scientist,Emeryville, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3914,"San Francisco, CA 94107 (South Of Market area)",Premise,"
Handling large datasets including data analysis and sophisticated data visualization. You will also collaborate with analysts and data scientists across the...",Senior Statistician,low,data scientist,San Francisco, CA 94107 (South Of Market area),,CA,94107 (South Of Market area),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3915,"Fremont, CA 94555 (Northgate area)",Ardelyx,"
Senior Scientist – GI/Immunology In Vivo Pharmacologist. Directly supervise a team of in vivo scientists in the development and execution of animal models and a...",Sr. Scientist - GI/Immunology in-vivo Pharmacologist,low,data scientist,Fremont, CA 94555 (Northgate area),,CA,94555 (Northgate area),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3916,"San Francisco, CA",Vungle,"
Build out and manage a team of data analysts, machine learning engineers and data scientists. Understand the current data set and models and provide thought...","Director of Engineering, Data Science",low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3917,"San Francisco, CA","Medivation, Inc.","
Accountable for experimental design, data analysis and data interpretation, trouble shooting and providing scientific input to the internal and external...","Scientist, Pharmaceutical Technology",low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3918,"South San Francisco, CA",SAP,"
As a Predictive Analytics Product Manager at SAP SuccessFactors, you will be working with a team of passionate Product Managers, Data Scientists, and Software...",Predictive Analytics Product Manager Job,low,data scientist,South San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3919,"San Francisco, CA",Blue Owl,"
Experience working closely with data scientists. Created geospatial services before, such as maps data, routing and travel time prediction algorithms, traffic...",Save lives as a software engineer,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3920,"Berkeley, CA",Sustainable Recruitment Concepts,"
Experience implementing machine learning pipelines, including data cleaning, feature selection, and performance testing on real data....",MACHINE LEARNING SCIENTIST,low,data scientist,Berkeley, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3921,"San Francisco, CA",Adobe,"
Develop rapid live functional prototypes and iterate quickly based on real-world feedback and data. We’re seeing a driven, curious, passionate full-stack web...","Computer Scientist, Creative Innovation",low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3922,"San Francisco, CA",Gigster,"
Intelligent tools powered by data from thousands of past projects take our network to superhuman levels of efficiency....",Product Manager - Network Growth,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3923,"San Bruno, CA 94066",Walmart eCommerce,"
We employ big data at scale -- from machine learning, data mining and optimization algorithms, to modeling and analyzing massive flows of data from online,...",Senior Product Manager - Product Analytics,low,data scientist,San Bruno, CA 94066,,CA,94066,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3924,"Redwood City, CA",AbbVie,"
Maintain up to date knowledge related to technical area of expertise including areas of disease, drugs, data interpretation and integration, and regulatory and...","Senior Scientist III/Principal Research Scientist, Pre-clini...",low,data scientist,Redwood City, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3925,"San Bruno, CA 94066",Walmart eCommerce,"
Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Business Systems Manager, Transportation",low,data scientist,San Bruno, CA 94066,,CA,94066,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3926,"San Francisco, CA",Workbridge Associates,"
This person will be working alongside one other Data Engineer, one Data Scientist, and the Head of Data Analytics for this product team....",Senior Data Analyst,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3927,"South San Francisco, CA 94080",Counsyl,"
Master Data Management in Salesforce.com:. Success in this role requires that you maintain a keen focus on data quality....",Sales Operations Analyst,low,data scientist,South San Francisco, CA 94080,,CA,94080,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3928,"South San Francisco, CA 94080",Pfizer Inc.,"
Presentation of complex data to internal teams. Responsible for QC and peer review of raw data, results and final reports....",Cytometry Time of Flight (CyTOF) Operator,low,data scientist,South San Francisco, CA 94080,,CA,94080,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3929,"Berkeley, CA 94720",Lawrence Berkeley National Laboratory,"
10 or more years of technical high performance computing experience and a history of innovation in providing HPC services and working with teams of...",Application Performance Consultant,low,data scientist,Berkeley, CA 94720,,CA,94720,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3930,"San Francisco, CA",The Climate Corporation,"
Experience with spatio-temporal and geospatial data. This team works with other soil scientists, statisticians and our field experiment team across various...",Senior Quantitative Researcher - Geospatial Soil Scientist,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3931,"Redwood City, CA","GenapSys, Inc.","
Our team brings together an incredibly diverse and multidisciplinary set of backgrounds and skills – from software developers, data scientists, electrical and...",Senior Machine Learning Scientist,low,data scientist,Redwood City, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3932,"San Francisco, CA",Jobspring Partners,"
The leading machine learning company focused on preventing fraud is currently hiring in San Francisco. This will be the first Site Reliability Engineer hire","Senior Site Reliability Engineer (1st hire, machine learning...",low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3933,"San Francisco, CA","Integrated Management Resources, LLC","
3-5 years' of relevant corporate work experience working on programming, data analytics, quantitative modeling....",Quantitative Developer/Analyst,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3934,"South San Francisco, CA",Denali,"
Make detailed observations, analyze data and interpret results. In anticipation of the Company’s growth plans, Denali Therapeutics is seeking to recruit a...","Scientist, Glial Dysfunction",low,data scientist,South San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3935,"San Mateo, CA",Marketo,"
 B uild upon our new data infrastructure to enable more engineers and data scientist to quickly build new applications....",Hadoop Infrastructure Developer,low,data scientist,San Mateo, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3936,"San Francisco, CA 94102 (Downtown area)",Capital Markets Placement,"
We’re looking for a data scientist who would be equally passionate about transforming the aforementioned experience by leveraging insights gained from data....",Data Scientist,low,data scientist,San Francisco, CA 94102 (Downtown area),,CA,94102 (Downtown area),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3937,"San Francisco, CA",ThisWay,"
And you will have the ability to help build our algorithm and data sciences team. We are looking for a brilliant mind to join our team, working on solving very...",Machine Learning Algorithm Developer Engineer,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3938,"San Francisco, CA",Gigster,"
Intelligent tools powered by data from thousands of past projects take our network to superhuman levels of efficiency....",Product Manager - Customer Interface,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3939,"San Francisco, CA",Gigster,"
Intelligent tools powered by data from thousands of past projects take our network to superhuman levels of efficiency....",Enterprise Sales Representative,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3940,"Redwood City, CA",Impossible Foods,"
Strong analytical and problem solving skills with proven ability to organize and analyze data, using HRIS systems for reporting....",Senior HR Generalist,low,data scientist,Redwood City, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3941,"San Bruno, CA 94066",Walmart eCommerce,"
Perform ad hoc data pulls and analyses for the marketing team. As idea explorers for eCommerce, our engineers, scientists, consumer internet professionals and...","Manager, Marketing Analytics - Online Grocery",low,data scientist,San Bruno, CA 94066,,CA,94066,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3942,"San Francisco, CA",The Climate Corporation,"
Our team is composed of top scientists and engineers. Bringing together seamless field data collection, advanced agronomic modeling and local weather monitoring...","Senior Manager, Enterprise Agile Leader",low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3943,"San Francisco, CA",Co Tap,"
Be the founding member of our data team. Triage problems with our product using user engagement data. We’re looking for the founding member of the Data team....",Senior Quantitative Product Analyst,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3944,"San Francisco, CA",Harvey Nash USA,"
Work with Data Scientists to design and run user experiments to help gauge the impact of new features. Work closely with our amazing product design team to...","Software Engineer - Front End (JavaScript, React, Angular)",low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3945,"San Francisco, CA",The Climate Corporation,"
Develop the vision and strategy for the data platform and model ecosystems to help support data scientists across the company....",Data Science Technical Product Manager,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3946,"San Francisco, CA",Jobspring Partners,"
Working with the top Data Scientist Team in the country. This Frontend Developer will be working directly with some of the top Data Scientists in the country on...",Frontend/Data Visualization Developer,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3947,"San Francisco, CA",Workbridge Associates,"
A leading San Francisco consumer web and personalized shopping company is looking to add a Data Scientist to their Human Computation team....",Data Science (Human Computation),low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3948,"Berkeley, CA 94720",Lawrence Berkeley National Laboratory,"
Modeling techniques and data analysis. Has an exciting opportunity for a Research Scientist to join a team of physicists, materials scientists, mechanical...",Research Scientist,low,data scientist,Berkeley, CA 94720,,CA,94720,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3949,"South San Francisco, CA",Theravance Biopharma,"
Knowledge of industry data standards. Ensure that the company business needs and partner organizations are satisfied within agreed-upon timelines with respect...","Sr. Manager, Statistical Programming",low,data scientist,South San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3950,"San Francisco, CA",Adobe,"
Computer Scientist in San Francisco and are looking for well rounded full stack engineer, who will support and extend our engineering efforts....",Senior Computer Scientist,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3951,"San Francisco, CA 94107 (South Of Market area)",HouseCanary,"
Collaborate with talented data scientists to implement predictive models. We track thousands of data elements every month, from national factors down to house...",Data Engineering | Senior Software Engineer,low,data scientist,San Francisco, CA 94107 (South Of Market area),,CA,94107 (South Of Market area),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3952,"Emeryville, CA",IBM,"
At the root of Aspera’s success lies our innovative, patented, highly efficient bulk data transport technology:....",Aspera QA Engineer - Client Applications,low,data scientist,Emeryville, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3953,"Berkeley, CA 94720",Lawrence Berkeley National Laboratory,"
We are committed to the growth and development of early career researchers in pursuit of becoming next generation scientists and engineers....",Computational Science Postdoctoral Fellow,low,data scientist,Berkeley, CA 94720,,CA,94720,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3954,"San Mateo, CA",Workbridge Associates,"
Well-established company founded by top scientists has an open job for a Hadoop Data Engineer in San Mateo....",Data Engineer - Hadoop,low,data scientist,San Mateo, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3955,"Oakland, CA","Pandora Media, Inc.","
Work closely with our ad systems group to analyze and model complex advertising data. As Senior Scientist for Advertising Science you’ll help us find out just...","Sr. Scientist, Advertising",low,data scientist,Oakland, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3956,"Emeryville, CA","Aspera, an IBM Company","
Aspera , an IBM company is the creator of next-generation transport technologies that move the world’s data at maximum speed regardless of file size, transfer...",Technical Consultant,low,data scientist,Emeryville, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3957,"South San Francisco, CA 94080",Achaogen,"
Plans and supervises clinical trials, clinical data analysis and safety monitoring. This includes leading the clinical (medical directors and clinical...","Vice President, Clinical Sciences",low,data scientist,South San Francisco, CA 94080,,CA,94080,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3958,"Berkeley, CA 94720",Lawrence Berkeley National Laboratory,"
Work with beamline scientists worldwide to customize and validate software at different locations. Implement algorithms within the DIALS framework for primary...",Postdoctoral Fellow (Structural Biology Algorithm Developer),low,data scientist,Berkeley, CA 94720,,CA,94720,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3959,"San Bruno, CA 94066",Walmart eCommerce,"
As idea explorers for eCommerce, our engineers, scientists, consumer internet professionals and visionaries design, prototype and build extraordinary products....","Sr. Business Manager, Marketplace Strategy",low,data scientist,San Bruno, CA 94066,,CA,94066,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3960,"San Francisco, CA",University of California San Francisco Medical Cen...,"
Expertise in the fields of data quality, data profiling, data security and master data concepts. Developing complete and accurate metadata for source systems,...",Director of Data Governance and Business Analysis,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3961,"San Francisco, CA","TalentBurst, Inc.","
Scientist/Sr Scientist, Client. Scientific data analysis/statistical software proficiency preferred. Designs, executes and interprets lab studies to develop...","Scientist/Sr Scientist, PAC",low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3962,"San Francisco, CA",Seven Bridges,"
You can help scientists do genomics because you know the field:. Seven Bridges is the biomedical data analysis company accelerating breakthroughs in genomics...",Scientific Project Manager,low,data scientist,San Francisco, CA,,CA,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
